order_id,order_date,customer_id,product,category,quantity,unit_price,discount,city,channel,payment_method,returned,revenue
20966,2024-01-03,CUST-01946,Comet Power Bank,Accesorios,1,21.97,0.05,Buenos Aires,Online,Tarjeta,0,20.87
20289,2024-01-03,CUST-02381,Pulse Fitness Band,Wearables,1,49.33,0.0,Buenos Aires,Tienda,Efectivo,0,49.33
21256,2024-01-03,CUST-00942,Terra USB-C Hub,Accesorios,1,29.32,0.0,Mendoza,Tienda,Tarjeta,0,29.32
20722,2024-01-03,CUST-01300,Nimbus Keyboard,Periféricos,2,46.15,0.0,Buenos Aires,Marketplace,Tarjeta,0,92.3
21688,2024-01-03,CUST-03074,Lumen Smartwatch,Wearables,2,80.92,0.0,Buenos Aires,Marketplace,Tarjeta,0,161.84
20887,2024-01-03,CUST-00925,Nimbus Keyboard,Periféricos,1,44.93,0.0,La Plata,Online,Transferencia,0,44.93
21169,2024-01-03,CUST-01466,Aurora Headphones,Audio,1,40.05,0.0,Córdoba,Tienda,Tarjeta,0,40.05
21718,2024-01-03,CUST-04840,Pixel Webcam,Periféricos,1,33.65,0.0,Rosario,Online,Tarjeta,0,33.65
21958,2024-01-03,CUST-03759,Aurora Headphones,Audio,1,40.05,0.0,Buenos Aires,Tienda,Tarjeta,0,40.05
20109,2024-01-03,CUST-02633,Pixel Webcam,Periféricos,1,33.4,0.0,Buenos Aires,Online,Tarjeta,0,33.4
20195,2024-01-03,CUST-00362,Pulse Fitness Band,Wearables,1,46.81,0.0,Mendoza,Tienda,Transferencia,0,46.81
21274,2024-01-03,CUST-02750,Nimbus Keyboard,Periféricos,3,44.39,0.0,Rosario,Online,Tarjeta,0,133.17
21449,2024-01-03,CUST-02264,Zen Laptop Stand,Accesorios,1,25.57,0.0,Buenos Aires,Online,Tarjeta,0,25.57
20450,2024-01-04,CUST-04473,Aurora Headphones,Audio,1,38.88,0.0,Córdoba,Tienda,Tarjeta,0,38.88
20236,2024-01-04,CUST-04006,Pulse Fitness Band,Wearables,2,47.68,0.1,Córdoba,Marketplace,Tarjeta,0,85.82
20440,2024-01-04,CUST-01973,Nimbus Keyboard,Periféricos,1,43.4,0.05,Buenos Aires,Online,Tarjeta,0,41.23
21623,2024-01-04,CUST-01027,Nimbus Keyboard,Periféricos,1,43.68,0.0,Córdoba,Tienda,Tarjeta,0,43.68
21272,2024-01-04,CUST-01692,Pixel Webcam,Periféricos,2,36.07,0.0,Buenos Aires,Tienda,Tarjeta,1,72.14
21904,2024-01-04,CUST-02610,Aurora Headphones,Audio,2,39.88,0.0,Buenos Aires,Tienda,Efectivo,0,79.76
21250,2024-01-04,CUST-00935,Zen Laptop Stand,Accesorios,1,24.71,0.0,La Plata,Online,Tarjeta,0,24.71
20814,2024-01-04,CUST-03497,Comet Power Bank,Accesorios,1,21.68,0.05,Buenos Aires,Online,Tarjeta,0,20.6
20870,2024-01-04,CUST-04826,Pixel Webcam,Periféricos,1,36.39,0.0,Buenos Aires,Online,Tarjeta,0,36.39
20331,2024-01-04,CUST-00823,Pulse Fitness Band,Wearables,1,49.27,0.0,Córdoba,Marketplace,Tarjeta,0,49.27
21360,2024-01-04,CUST-02176,Zen Laptop Stand,Accesorios,1,24.09,0.1,La Plata,Online,Transferencia,0,21.68
20894,2024-01-04,CUST-04338,Orbit Speaker,Audio,1,54.88,0.0,Buenos Aires,Online,Tarjeta,0,54.88
20569,2024-01-04,CUST-04813,Comet Power Bank,Accesorios,1,22.23,0.0,Buenos Aires,Online,Transferencia,0,22.23
20800,2024-01-04,CUST-03334,Orbit Speaker,Audio,1,54.41,0.0,Córdoba,Tienda,Tarjeta,0,54.41
21136,2024-01-05,CUST-04094,Terra USB-C Hub,Accesorios,1,28.6,0.0,Buenos Aires,Tienda,Tarjeta,0,28.6
21812,2024-01-05,CUST-00228,Pulse Fitness Band,Wearables,2,47.79,0.0,Buenos Aires,Online,Tarjeta,0,95.58
20178,2024-01-05,CUST-03977,Nimbus Keyboard,Periféricos,1,47.21,0.0,Córdoba,Online,Tarjeta,0,47.21
20543,2024-01-05,CUST-04900,Nimbus Keyboard,Periféricos,1,43.31,0.0,La Plata,Marketplace,Tarjeta,1,43.31
21590,2024-01-05,CUST-04371,Vertex Mouse,Periféricos,1,18.2,0.0,Buenos Aires,Tienda,Tarjeta,0,18.2
21448,2024-01-05,CUST-03426,Comet Power Bank,Accesorios,2,22.72,0.0,Mendoza,Online,Efectivo,0,45.44
20142,2024-01-05,CUST-01994,Aurora Headphones,Audio,2,39.84,0.0,Buenos Aires,Online,Tarjeta,0,79.68
21446,2024-01-05,CUST-01333,Comet Power Bank,Accesorios,1,22.98,0.0,Buenos Aires,Tienda,Transferencia,0,22.98
20916,2024-01-05,CUST-00815,Terra USB-C Hub,Accesorios,1,29.95,0.05,Buenos Aires,Online,Tarjeta,0,28.45
20139,2024-01-06,CUST-03624,Zen Laptop Stand,Accesorios,1,25.31,0.0,La Plata,Online,Tarjeta,0,25.31
20990,2024-01-06,CUST-03950,Orbit Speaker,Audio,1,54.89,0.0,Córdoba,Online,Efectivo,0,54.89
20058,2024-01-06,CUST-03446,Orbit Speaker,Audio,1,52.0,0.0,Córdoba,Online,Tarjeta,0,52.0
21419,2024-01-06,CUST-02297,Nimbus Keyboard,Periféricos,1,43.97,0.0,La Plata,Online,Tarjeta,0,43.97
21005,2024-01-06,CUST-03425,Lumen Smartwatch,Wearables,1,80.78,0.05,Córdoba,Tienda,Tarjeta,0,76.74
21436,2024-01-06,CUST-03890,Orbit Speaker,Audio,1,53.65,0.0,Córdoba,Tienda,Tarjeta,0,53.65
20379,2024-01-06,CUST-03909,Nimbus Keyboard,Periféricos,2,44.27,0.1,Buenos Aires,Tienda,Tarjeta,0,79.69
20117,2024-01-06,CUST-00363,Pixel Webcam,Periféricos,2,35.04,0.05,Mendoza,Tienda,Transferencia,0,66.58
21204,2024-01-06,CUST-04274,Comet Power Bank,Accesorios,3,22.55,0.0,Rosario,Tienda,Tarjeta,0,67.65
20019,2024-01-07,CUST-04549,Comet Power Bank,Accesorios,3,23.02,0.0,Buenos Aires,Marketplace,Efectivo,0,69.06
20342,2024-01-07,CUST-01168,Comet Power Bank,Accesorios,1,21.97,0.0,Córdoba,Tienda,Tarjeta,0,21.97
21643,2024-01-07,CUST-00639,Orbit Speaker,Audio,1,54.81,0.0,Buenos Aires,Online,Tarjeta,0,54.81
20219,2024-01-07,CUST-00613,Nimbus Keyboard,Periféricos,1,45.72,0.1,Buenos Aires,Online,Tarjeta,0,41.15
20551,2024-01-07,CUST-04138,Terra USB-C Hub,Accesorios,1,29.87,0.0,La Plata,Online,Efectivo,0,29.87
20314,2024-01-07,CUST-03198,Pixel Webcam,Periféricos,2,35.03,0.1,Buenos Aires,Online,Tarjeta,0,63.05
21823,2024-01-07,CUST-04782,Orbit Speaker,Audio,1,54.46,0.15,Buenos Aires,Tienda,Tarjeta,0,46.29
21416,2024-01-07,CUST-02748,Pixel Webcam,Periféricos,1,36.62,0.1,Córdoba,Online,Tarjeta,0,32.96
21804,2024-01-07,CUST-04069,Pixel Webcam,Periféricos,3,33.56,0.0,Córdoba,Online,Tarjeta,0,100.68
21434,2024-01-07,CUST-01578,Comet Power Bank,Accesorios,1,22.53,0.0,Rosario,Tienda,Tarjeta,0,22.53
21526,2024-01-07,CUST-03053,Comet Power Bank,Accesorios,1,22.14,0.0,Buenos Aires,Online,Transferencia,0,22.14
21190,2024-01-07,CUST-01922,Terra USB-C Hub,Accesorios,1,30.62,0.05,Buenos Aires,Marketplace,Tarjeta,0,29.09
20366,2024-01-08,CUST-00955,Pixel Webcam,Periféricos,1,33.54,0.1,Rosario,Tienda,Tarjeta,0,30.19
21885,2024-01-08,CUST-04088,Zen Laptop Stand,Accesorios,1,25.35,0.0,Mendoza,Tienda,Efectivo,0,25.35
20890,2024-01-08,CUST-00293,Terra USB-C Hub,Accesorios,1,29.3,0.0,Buenos Aires,Online,Tarjeta,0,29.3
20883,2024-01-08,CUST-04405,Zen Laptop Stand,Accesorios,1,25.16,0.05,Córdoba,Tienda,Efectivo,0,23.9
20407,2024-01-08,CUST-01482,Zen Laptop Stand,Accesorios,2,25.76,0.1,Rosario,Tienda,Tarjeta,0,46.37
20459,2024-01-08,CUST-03088,Zen Laptop Stand,Accesorios,1,25.61,0.0,Buenos Aires,Online,Tarjeta,0,25.61
20524,2024-01-09,CUST-00547,Nimbus Keyboard,Periféricos,1,44.87,0.0,Córdoba,Tienda,Tarjeta,0,44.87
20422,2024-01-09,CUST-04714,Vertex Mouse,Periféricos,1,19.27,0.0,Buenos Aires,Online,Efectivo,0,19.27
20734,2024-01-09,CUST-03791,Nimbus Keyboard,Periféricos,2,43.83,0.0,Mendoza,Tienda,Tarjeta,0,87.66
20161,2024-01-09,CUST-04955,Comet Power Bank,Accesorios,1,22.05,0.0,La Plata,Tienda,Tarjeta,0,22.05
21603,2024-01-09,CUST-02081,Pulse Fitness Band,Wearables,1,50.12,0.0,Buenos Aires,Online,Transferencia,0,50.12
21323,2024-01-09,CUST-02835,Lumen Smartwatch,Wearables,1,78.1,0.0,Buenos Aires,Online,Tarjeta,0,78.1
21803,2024-01-09,CUST-01390,Terra USB-C Hub,Accesorios,1,28.38,0.0,Buenos Aires,Online,Tarjeta,0,28.38
20792,2024-01-09,CUST-02565,Terra USB-C Hub,Accesorios,2,27.86,0.0,Mendoza,Tienda,Tarjeta,0,55.72
20987,2024-01-09,CUST-03518,Nimbus Keyboard,Periféricos,2,46.72,0.0,Mendoza,Online,Transferencia,0,93.44
20004,2024-01-09,CUST-01956,Comet Power Bank,Accesorios,1,21.33,0.0,Córdoba,Online,Efectivo,0,21.33
20713,2024-01-09,CUST-03202,Pulse Fitness Band,Wearables,1,49.84,0.0,La Plata,Marketplace,Tarjeta,0,49.84
20460,2024-01-09,CUST-03000,Orbit Speaker,Audio,1,58.47,0.0,Buenos Aires,Marketplace,Transferencia,0,58.47
21068,2024-01-09,CUST-02807,Vertex Mouse,Periféricos,2,19.3,0.0,Mendoza,Marketplace,Tarjeta,0,38.6
20020,2024-01-09,CUST-03924,Terra USB-C Hub,Accesorios,1,29.54,0.05,Buenos Aires,Online,Transferencia,0,28.06
21592,2024-01-10,CUST-00830,Orbit Speaker,Audio,2,54.84,0.05,Córdoba,Tienda,Tarjeta,0,104.2
20855,2024-01-10,CUST-02776,Pulse Fitness Band,Wearables,1,47.29,0.0,Buenos Aires,Online,Tarjeta,0,47.29
21566,2024-01-10,CUST-04866,Orbit Speaker,Audio,1,57.03,0.1,Buenos Aires,Online,Transferencia,0,51.33
21182,2024-01-10,CUST-01841,Pixel Webcam,Periféricos,1,34.97,0.05,Buenos Aires,Online,Transferencia,0,33.22
21082,2024-01-10,CUST-04101,Pulse Fitness Band,Wearables,2,48.54,0.1,La Plata,Tienda,Transferencia,0,87.37
20322,2024-01-10,CUST-00284,Orbit Speaker,Audio,2,54.65,0.05,Córdoba,Tienda,Tarjeta,0,103.84
20791,2024-01-10,CUST-02709,Vertex Mouse,Periféricos,1,19.44,0.05,La Plata,Tienda,Tarjeta,0,18.47
20414,2024-01-10,CUST-04906,Nimbus Keyboard,Periféricos,1,44.84,0.05,Buenos Aires,Online,Tarjeta,0,42.6
20857,2024-01-10,CUST-02330,Vertex Mouse,Periféricos,3,18.48,0.1,Mendoza,Tienda,Tarjeta,0,49.9
21018,2024-01-11,CUST-01439,Pixel Webcam,Periféricos,1,34.25,0.05,Buenos Aires,Online,Transferencia,0,32.54
21698,2024-01-11,CUST-00886,Pixel Webcam,Periféricos,1,35.28,0.0,Rosario,Tienda,Tarjeta,1,35.28
20444,2024-01-11,CUST-00600,Zen Laptop Stand,Accesorios,1,25.38,0.0,Buenos Aires,Marketplace,Tarjeta,0,25.38
21447,2024-01-11,CUST-01439,Comet Power Bank,Accesorios,1,21.86,0.0,Buenos Aires,Online,Tarjeta,0,21.86
21521,2024-01-11,CUST-02147,Nimbus Keyboard,Periféricos,1,44.69,0.0,Buenos Aires,Online,Tarjeta,0,44.69
20574,2024-01-11,CUST-01094,Zen Laptop Stand,Accesorios,1,24.66,0.0,Buenos Aires,Online,Tarjeta,0,24.66
20098,2024-01-11,CUST-01786,Vertex Mouse,Periféricos,2,18.46,0.0,Rosario,Marketplace,Transferencia,0,36.92
20454,2024-01-12,CUST-00172,Pulse Fitness Band,Wearables,1,49.53,0.0,Buenos Aires,Tienda,Tarjeta,0,49.53
21991,2024-01-12,CUST-02548,Nimbus Keyboard,Periféricos,1,44.1,0.15,Córdoba,Online,Efectivo,0,37.48
21293,2024-01-12,CUST-04673,Pixel Webcam,Periféricos,1,35.79,0.0,Buenos Aires,Tienda,Tarjeta,0,35.79
21459,2024-01-12,CUST-00758,Pulse Fitness Band,Wearables,1,48.77,0.0,Córdoba,Online,Tarjeta,0,48.77
20386,2024-01-12,CUST-01749,Aurora Headphones,Audio,1,40.02,0.0,Rosario,Online,Tarjeta,0,40.02
20120,2024-01-13,CUST-03903,Aurora Headphones,Audio,1,39.64,0.0,Buenos Aires,Online,Tarjeta,0,39.64
20279,2024-01-13,CUST-00387,Orbit Speaker,Audio,2,54.49,0.1,Rosario,Marketplace,Tarjeta,0,98.08
20445,2024-01-13,CUST-00366,Terra USB-C Hub,Accesorios,2,30.56,0.0,La Plata,Tienda,Efectivo,0,61.12
21724,2024-01-13,CUST-01038,Zen Laptop Stand,Accesorios,1,24.52,0.0,La Plata,Online,Tarjeta,0,24.52
21747,2024-01-13,CUST-02551,Comet Power Bank,Accesorios,2,22.69,0.0,Córdoba,Marketplace,Transferencia,0,45.38
21615,2024-01-13,CUST-04781,Terra USB-C Hub,Accesorios,1,29.51,0.05,Córdoba,Online,Tarjeta,0,28.03
21428,2024-01-13,CUST-02382,Orbit Speaker,Audio,1,56.86,0.0,Buenos Aires,Online,Efectivo,0,56.86
20040,2024-01-13,CUST-00396,Zen Laptop Stand,Accesorios,2,25.01,0.0,Mendoza,Online,Transferencia,0,50.02
20536,2024-01-13,CUST-02637,Nimbus Keyboard,Periféricos,1,45.95,0.1,Buenos Aires,Online,Efectivo,0,41.36
21393,2024-01-13,CUST-02907,Nimbus Keyboard,Periféricos,1,43.89,0.0,Buenos Aires,Tienda,Tarjeta,0,43.89
20982,2024-01-13,CUST-00316,Nimbus Keyboard,Periféricos,2,45.7,0.0,Buenos Aires,Marketplace,Tarjeta,0,91.4
20365,2024-01-13,CUST-03883,Lumen Smartwatch,Wearables,1,75.99,0.0,La Plata,Tienda,Tarjeta,0,75.99
21333,2024-01-14,CUST-04871,Nimbus Keyboard,Periféricos,1,43.79,0.0,La Plata,Online,Tarjeta,0,43.79
21154,2024-01-14,CUST-03768,Vertex Mouse,Periféricos,1,18.53,0.0,Buenos Aires,Online,Tarjeta,0,18.53
20198,2024-01-14,CUST-02180,Terra USB-C Hub,Accesorios,3,28.23,0.0,Buenos Aires,Tienda,Efectivo,0,84.69
20270,2024-01-14,CUST-01036,Lumen Smartwatch,Wearables,2,79.56,0.1,Córdoba,Online,Transferencia,0,143.21
20777,2024-01-14,CUST-02325,Lumen Smartwatch,Wearables,1,79.52,0.0,Rosario,Tienda,Tarjeta,0,79.52
21128,2024-01-14,CUST-00436,Orbit Speaker,Audio,1,57.32,0.15,Buenos Aires,Tienda,Tarjeta,0,48.72
21654,2024-01-14,CUST-00813,Pulse Fitness Band,Wearables,1,45.67,0.05,La Plata,Online,Tarjeta,0,43.39
21277,2024-01-14,CUST-01907,Terra USB-C Hub,Accesorios,1,30.23,0.1,Córdoba,Online,Tarjeta,1,27.21
21230,2024-01-14,CUST-03496,Nimbus Keyboard,Periféricos,1,44.55,0.0,Córdoba,Online,Tarjeta,0,44.55
20208,2024-01-14,CUST-02644,Pixel Webcam,Periféricos,3,36.22,0.0,Buenos Aires,Online,Transferencia,0,108.66
20877,2024-01-14,CUST-03457,Zen Laptop Stand,Accesorios,2,24.36,0.1,Buenos Aires,Online,Tarjeta,0,43.85
20601,2024-01-14,CUST-04909,Zen Laptop Stand,Accesorios,1,24.52,0.0,Buenos Aires,Online,Efectivo,0,24.52
21852,2024-01-14,CUST-00841,Zen Laptop Stand,Accesorios,1,26.01,0.05,Córdoba,Tienda,Tarjeta,0,24.71
20006,2024-01-14,CUST-00493,Pixel Webcam,Periféricos,1,35.28,0.0,Córdoba,Marketplace,Tarjeta,0,35.28
20525,2024-01-14,CUST-00963,Comet Power Bank,Accesorios,2,21.84,0.0,Buenos Aires,Online,Transferencia,0,43.68
20062,2024-01-14,CUST-00919,Comet Power Bank,Accesorios,2,21.83,0.0,Buenos Aires,Online,Tarjeta,0,43.66
20739,2024-01-14,CUST-00497,Pixel Webcam,Periféricos,1,35.78,0.0,Buenos Aires,Online,Efectivo,0,35.78
21373,2024-01-15,CUST-03437,Vertex Mouse,Periféricos,2,17.99,0.0,Rosario,Online,Tarjeta,0,35.98
21476,2024-01-15,CUST-02370,Nimbus Keyboard,Periféricos,1,46.41,0.0,Buenos Aires,Tienda,Transferencia,0,46.41
21081,2024-01-15,CUST-04866,Nimbus Keyboard,Periféricos,1,44.08,0.0,Buenos Aires,Online,Transferencia,0,44.08
20128,2024-01-15,CUST-00117,Terra USB-C Hub,Accesorios,1,27.76,0.0,Córdoba,Online,Tarjeta,0,27.76
21478,2024-01-15,CUST-03550,Terra USB-C Hub,Accesorios,1,28.64,0.0,Buenos Aires,Tienda,Tarjeta,0,28.64
21377,2024-01-15,CUST-02817,Lumen Smartwatch,Wearables,1,79.62,0.05,Buenos Aires,Tienda,Tarjeta,0,75.64
20510,2024-01-15,CUST-02495,Aurora Headphones,Audio,1,37.15,0.0,Córdoba,Online,Tarjeta,0,37.15
20694,2024-01-15,CUST-00514,Vertex Mouse,Periféricos,2,18.91,0.0,Buenos Aires,Online,Tarjeta,0,37.82
21209,2024-01-15,CUST-00326,Aurora Headphones,Audio,2,42.02,0.05,Buenos Aires,Online,Transferencia,0,79.84
20731,2024-01-15,CUST-00010,Aurora Headphones,Audio,1,40.91,0.0,La Plata,Tienda,Tarjeta,0,40.91
21197,2024-01-15,CUST-04404,Vertex Mouse,Periféricos,1,19.74,0.0,Córdoba,Online,Tarjeta,0,19.74
21034,2024-01-15,CUST-02402,Lumen Smartwatch,Wearables,1,79.04,0.0,Rosario,Online,Tarjeta,1,79.04
20490,2024-01-15,CUST-04849,Lumen Smartwatch,Wearables,1,81.36,0.0,Buenos Aires,Online,Tarjeta,0,81.36
21399,2024-01-15,CUST-03110,Vertex Mouse,Periféricos,1,19.13,0.0,Córdoba,Tienda,Transferencia,0,19.13
20765,2024-01-15,CUST-04333,Nimbus Keyboard,Periféricos,1,44.57,0.0,Rosario,Online,Tarjeta,0,44.57
20840,2024-01-15,CUST-02049,Nimbus Keyboard,Periféricos,1,44.81,0.0,La Plata,Tienda,Transferencia,0,44.81
21290,2024-01-15,CUST-03441,Lumen Smartwatch,Wearables,2,80.83,0.0,Buenos Aires,Online,Tarjeta,0,161.66
20007,2024-01-15,CUST-00392,Aurora Headphones,Audio,1,41.87,0.0,Buenos Aires,Online,Tarjeta,0,41.87
20515,2024-01-15,CUST-01717,Orbit Speaker,Audio,2,54.71,0.0,Córdoba,Tienda,Tarjeta,0,109.42
21694,2024-01-15,CUST-02751,Terra USB-C Hub,Accesorios,1,27.04,0.0,Buenos Aires,Tienda,Tarjeta,0,27.04
20764,2024-01-15,CUST-04697,Aurora Headphones,Audio,1,40.03,0.0,Buenos Aires,Marketplace,Tarjeta,0,40.03
21977,2024-01-16,CUST-01986,Lumen Smartwatch,Wearables,1,75.97,0.05,Rosario,Marketplace,Tarjeta,0,72.17
21298,2024-01-16,CUST-04704,Terra USB-C Hub,Accesorios,1,29.64,0.0,Mendoza,Online,Transferencia,0,29.64
21828,2024-01-16,CUST-03710,Orbit Speaker,Audio,1,56.23,0.0,Córdoba,Tienda,Tarjeta,0,56.23
21423,2024-01-16,CUST-03087,Comet Power Bank,Accesorios,1,22.08,0.0,Rosario,Online,Tarjeta,0,22.08
21864,2024-01-16,CUST-01583,Aurora Headphones,Audio,1,40.18,0.0,Buenos Aires,Online,Tarjeta,0,40.18
21210,2024-01-16,CUST-02438,Pixel Webcam,Periféricos,1,35.66,0.0,Rosario,Marketplace,Tarjeta,0,35.66
20702,2024-01-16,CUST-00239,Aurora Headphones,Audio,2,41.58,0.1,Buenos Aires,Online,Transferencia,0,74.84
21527,2024-01-16,CUST-02029,Vertex Mouse,Periféricos,1,18.95,0.0,Buenos Aires,Online,Efectivo,0,18.95
21269,2024-01-16,CUST-03632,Pulse Fitness Band,Wearables,2,47.46,0.0,Buenos Aires,Online,Transferencia,0,94.92
21886,2024-01-16,CUST-01970,Orbit Speaker,Audio,1,55.56,0.0,Buenos Aires,Online,Tarjeta,0,55.56
21878,2024-01-16,CUST-04002,Nimbus Keyboard,Periféricos,1,46.03,0.0,Rosario,Tienda,Tarjeta,0,46.03
20767,2024-01-17,CUST-01649,Nimbus Keyboard,Periféricos,1,43.28,0.0,Rosario,Marketplace,Tarjeta,0,43.28
20514,2024-01-17,CUST-03277,Terra USB-C Hub,Accesorios,2,29.0,0.0,Córdoba,Tienda,Tarjeta,0,58.0
21687,2024-01-17,CUST-03124,Terra USB-C Hub,Accesorios,1,29.36,0.0,Buenos Aires,Tienda,Transferencia,0,29.36
20763,2024-01-17,CUST-03365,Aurora Headphones,Audio,1,38.42,0.1,Mendoza,Online,Transferencia,0,34.58
21567,2024-01-17,CUST-02423,Comet Power Bank,Accesorios,1,22.29,0.05,Córdoba,Online,Tarjeta,0,21.18
20939,2024-01-17,CUST-04642,Pixel Webcam,Periféricos,1,36.15,0.1,La Plata,Online,Transferencia,0,32.53
21622,2024-01-17,CUST-02268,Vertex Mouse,Periféricos,2,18.63,0.05,Córdoba,Online,Efectivo,0,35.4
21267,2024-01-17,CUST-00283,Terra USB-C Hub,Accesorios,1,29.22,0.0,Córdoba,Online,Tarjeta,0,29.22
21111,2024-01-17,CUST-00009,Orbit Speaker,Audio,1,56.17,0.05,Buenos Aires,Tienda,Tarjeta,0,53.36
20280,2024-01-17,CUST-03676,Pulse Fitness Band,Wearables,1,51.08,0.05,Córdoba,Online,Tarjeta,1,48.53
20292,2024-01-17,CUST-04283,Orbit Speaker,Audio,3,56.73,0.1,Rosario,Online,Tarjeta,0,153.17
20063,2024-01-18,CUST-01063,Comet Power Bank,Accesorios,1,22.08,0.0,Buenos Aires,Tienda,Tarjeta,0,22.08
21454,2024-01-18,CUST-04129,Zen Laptop Stand,Accesorios,1,24.66,0.0,Buenos Aires,Tienda,Tarjeta,0,24.66
21142,2024-01-18,CUST-04636,Nimbus Keyboard,Periféricos,2,44.74,0.1,Buenos Aires,Marketplace,Tarjeta,0,80.53
21648,2024-01-18,CUST-01945,Vertex Mouse,Periféricos,2,18.53,0.05,La Plata,Online,Tarjeta,0,35.21
21931,2024-01-18,CUST-03016,Vertex Mouse,Periféricos,1,18.91,0.0,Mendoza,Marketplace,Tarjeta,0,18.91
20793,2024-01-18,CUST-01719,Aurora Headphones,Audio,1,39.24,0.15,Buenos Aires,Online,Efectivo,0,33.35
21511,2024-01-18,CUST-03463,Pixel Webcam,Periféricos,1,36.6,0.0,Buenos Aires,Tienda,Efectivo,0,36.6
20253,2024-01-18,CUST-01302,Terra USB-C Hub,Accesorios,3,28.97,0.0,La Plata,Online,Tarjeta,0,86.91
21963,2024-01-18,CUST-01818,Lumen Smartwatch,Wearables,1,75.71,0.0,Buenos Aires,Tienda,Tarjeta,0,75.71
21726,2024-01-18,CUST-04960,Nimbus Keyboard,Periféricos,1,42.96,0.0,Buenos Aires,Marketplace,Tarjeta,1,42.96
20531,2024-01-18,CUST-01017,Pixel Webcam,Periféricos,2,34.52,0.0,Mendoza,Online,Tarjeta,0,69.04
20776,2024-01-18,CUST-01882,Aurora Headphones,Audio,1,39.71,0.0,Buenos Aires,Online,Tarjeta,0,39.71
21790,2024-01-19,CUST-04295,Vertex Mouse,Periféricos,4,18.63,0.0,Mendoza,Tienda,Tarjeta,0,74.52
21512,2024-01-19,CUST-01761,Aurora Headphones,Audio,1,39.42,0.1,Buenos Aires,Online,Tarjeta,0,35.48
20291,2024-01-19,CUST-03643,Zen Laptop Stand,Accesorios,1,24.96,0.0,La Plata,Online,Transferencia,0,24.96
20340,2024-01-19,CUST-04016,Nimbus Keyboard,Periféricos,1,45.0,0.05,Buenos Aires,Tienda,Tarjeta,0,42.75
20904,2024-01-19,CUST-01564,Orbit Speaker,Audio,1,57.91,0.0,Buenos Aires,Online,Transferencia,0,57.91
